type,pos,lemma,freq,range
soup,,,2,1
sowie,,,2,2
sozialarbeiterin,,,1,1
sozialpolitisch,,,1,1
spalt,,,1,1
spanien,,,1,1
spannte,,,1,1
spannung,,,2,1
spazieren,,,1,1
speak,,,1,1
speaking,,,1,1
spechte,,,1,1
speichel,,,3,1
speien,,,2,1
speis,,,1,1
speisekarten,,,1,1
sperrt,,,1,1
spiegel,,,5,2
spiegelbild,,,2,1
spiegeln,,,1,1
spiel,,,5,1
spielen,,,1,1
spielgrube,,,1,1
spielregel,,,1,1
spitze,,,7,1
spitzem,,,1,1
spitzen,,,12,1
spitzenalarm,,,1,1
spitzenräume,,,1,1
sport,,,1,1
sportlich,,,2,1
spot,,,1,1
spots,,,1,1
sprach,,,1,1
sprachblasen,,,1,1
sprache,,,17,2
sprachen,,,15,2
sprachlaut,,,1,1
sprachliche,,,1,1
sprachlichen,,,1,1
sprachmaschine,,,1,1
sprachschicht,,,1,1
sprachverlusts,,,1,1
sprachwechsel,,,1,1
sprachwellen,,,1,1
sprang,,,1,1
sprangen,,,1,1
sprechen,,,6,2
sprechstörungen,,,1,1
spreite,,,1,1
sprich,,,1,1
spricht,,,4,1
springfield,,,3,1
springt,,,1,1
spucke,,,1,1
spuk,,,1,1
spulen,,,1,1
spur,,,3,1
spuren,,,2,2
spät,,,1,1
später,,,10,2
spüren,,,1,1
spürte,,,1,1
squeeze,,,1,1
ss,,,1,1
sscs,,,1,1
stacheln,,,1,1
stadt,,,4,1
stahl,,,1,1
stahlen,,,1,1
stall,,,1,1
stammeln,,,1,1
stammen,,,1,1
stammt,,,1,1
stand,,,5,2
standuhr,,,2,1
stangen,,,1,1
stanislau,,,2,1
stapel,,,1,1
star,,,1,1
starb,,,2,1
starrem,,,1,1
starrt,,,1,1
statik,,,1,1
station,,,1,1
statt,,,4,2
stattdessen,,,5,2
staub,,,2,1
stechen,,,1,1
steck,,,1,1
stecken,,,2,1
steckt,,,2,1
steerage,,,1,1
stehen,,,4,2
stehlen,,,3,1
steht,,,12,2
steigt,,,2,1
steile,,,1,1
steilen,,,1,1
stein,,,6,1
steinbach,,,1,1
steine,,,1,1
steinen,,,1,1
steinmeier,,,1,1
steins,,,1,1
stelle,,,3,1
stellen,,,1,1
stephane,,,1,1
stern,,,3,2
sternberg,,,1,1
sterne,,,1,1
sternen,,,1,1
sternmullrede,,,1,1
sternnase,,,1,1
stethoskop,,,1,1
stets,,,1,1
steuerten,,,1,1
stickenden,,,1,1
stieg,,,1,1
stiehlt,,,1,1
stierpark,,,1,1
still,,,4,1
stille,,,7,2
stillstand,,,1,1
stimme,,,2,1
stimmhafte,,,1,1
stimmwege,,,2,1
stinkende,,,1,1
stirn,,,2,2
stirnen,,,1,1
stn,,,1,1
stoben,,,1,1
stock,,,1,1
stocken,,,1,1
stoff,,,1,1
stolze,,,1,1
storage,,,1,1
story,,,1,1
stotter,,,1,1
stottern,,,1,1
stottersaft,,,1,1
stoß,,,2,2
stoßen,,,1,1
strait,,,1,1
strampler,,,1,1
strand,,,3,2
strandfunde,,,1,1
strandhandtuch,,,1,1
strandkörbe,,,1,1
strandspazierer,,,1,1
strange,,,1,1
straße,,,4,2
straßen,,,1,1
streck,,,1,1
streckt,,,1,1
streichen,,,1,1
streicht,,,1,1
strenge,,,1,1
stress,,,1,1
strick,,,2,2
striemenlos,,,1,1
striptease,,,1,1
struktur,,,1,1
strähne,,,1,1
stränge,,,1,1
sträuße,,,1,1
strümpfe,,,1,1
studien,,,2,1
studieren,,,2,2
stuff,,,2,1
stummen,,,1,1
stummheit,,,1,1
stunde,,,1,1
stunden,,,1,1
stundenlang,,,3,1
stur,,,1,1
stämme,,,2,1
stände,,,1,1
ständer,,,1,1
ständig,,,1,1
stäubchen,,,1,1
stöberndes,,,1,1
störung,,,2,1
stühlchenspiel,,,1,1
subject,,,3,1
subsisters,,,2,1
substanziell,,,1,1
subtitling,,,1,1
suca,,,1,1
such,,,7,2
suchen,,,1,1
sucht,,,2,1
suchten,,,1,1
suchtest,,,2,1
suggested,,,3,2
suggestion,,,1,1
summen,,,1,1
summende,,,1,1
summenden,,,1,1
sure,,,1,1
susan,,,1,1
suspected,,,1,1
svnapse,,,1,1
sweeping,,,1,1
symptom,,,2,1
symptomen,,,2,1
system,,,2,1
systems,,,1,1
systern,,,1,1
szekenevno,,,1,1
sächlich,,,1,1
sägt,,,1,1
sähe,,,1,1
säßen,,,1,1
söhne,,,1,1
sünde,,,1,1
süstikpitsi,,,3,1
süßen,,,1,1
t,,,20,2
tablett,,,1,1
tabletten,,,1,1
taftvorhänge,,,1,1
tag,,,4,2
tage,,,6,2
tagein,,,1,1
tagelang,,,1,1
tagelangem,,,1,1
tagelanger,,,1,1
tages,,,1,1
tagträumen,,,1,1
tagung,,,1,1
take,,,1,1
taktik,,,1,1
tal,,,5,2
talabende,,,1,1
taler,,,1,1
talg,,,1,1
talking,,,1,1
tallulah,,,4,1
tallulahs,,,1,1
tals,,,1,1
talseite,,,1,1
talwogen,,,1,1
talysarn,,,1,1
tangstrick,,,1,1
tanke,,,1,1
tante,,,3,1
tanten,,,1,1
tanz,,,1,1
tanzen,,,1,1
tanzsaal,,,1,1
tanzt,,,2,1
tap,,,1,1
tapped,,,1,1
tark,,,1,1
tarn,,,1,1
tarnopol,,,2,1
tarnung,,,1,1
tasche,,,1,1
tassen,,,2,2
tasten,,,1,1
tastend,,,1,1
tat,,,5,2
tatort,,,1,1
tatsächlich,,,1,1
tattern,,,4,1
tatternden,,,2,1
tatting,,,4,1
tattle,,,1,1
tattled,,,2,1
tau,,,2,2
tauschen,,,1,1
taylor,,,1,1
teachers,,,1,1
tee,,,4,1
teepflicht,,,1,1
teeth,,,2,1
teil,,,1,1
teilen,,,1,1
teilnahme,,,1,1
teilnehmer,,,2,1
teils,,,2,1
teilt,,,1,1
teilweise,,,1,1
telegramm,,,1,1
tempi,,,1,1
ten,,,2,1
tender,,,1,1
ter,,,2,1
terriersnack,,,1,1
ters,,,1,1
tests,,,1,1
teure,,,1,1
text,,,2,2
textverbunds,,,1,1
than,,,2,1
that,,,11,2
thc,,,7,1
thcir,,,1,1
thcm,,,1,1
the,,,46,2
theater,,,2,1
their,,,2,2
themen,,,2,1
there,,,5,2
therese,,,1,1
thev,,,1,1
they,,,12,2
thing,,,3,1
things,,,4,1
think,,,2,1
this,,,3,2
thomas,,,1,1
those,,,1,1
thousands,,,1,1
thread,,,1,1
through,,,2,1
tick,,,2,1
ticken,,,1,1
tie,,,1,1
tiefe,,,1,1
tier,,,3,2
tiere,,,6,2
tig,,,1,1
till,,,1,1
time,,,4,1
timemissing,,,1,1
times,,,1,1
timing,,,1,1
tingeling,,,1,1
tingeltangel,,,1,1
tinseln,,,1,1
tippenden,,,1,1
tisch,,,2,1
tischlein,,,2,1
titel,,,1,1
titles,,,1,1
tivh,,,1,1
tleru,,,1,1
tliat,,,1,1
tll,,,1,1
tlu,,,3,1
tnat,,,1,1
to,,,26,2
tod,,,1,1
toffee,,,1,1
tofuwürfel,,,1,1
toilettentisch,,,1,1
told,,,2,1
toll,,,1,1
tolle,,,1,1
tom,,,1,1
ton,,,2,1
tongue,,,1,1
tonnen,,,1,1
too,,,2,2
topf,,,1,1
tote,,,1,1
toten,,,1,1
totenkopf,,,2,1
totenkopfgesicht,,,1,1
traben,,,2,1
trachoma,,,1,1
trachomatous,,,1,1
tracht,,,2,1
tracierfaden,,,1,1
trag,,,1,1
trage,,,1,1
tragen,,,2,2
tragephasen,,,1,1
tragetage,,,2,1
tragetasche,,,1,1
trainieren,,,1,1
tram,,,1,1
transform,,,1,1
transit,,,1,1
transjormative,,,1,1
transport,,,1,1
transportmittel,,,1,1
traum,,,1,1
travel,,,1,1
travelers,,,1,1
trecker,,,1,1
trees,,,1,1
treib,,,1,1
treibt,,,3,1
treppe,,,4,1
treppen,,,1,1
tres,,,1,1
tresen,,,1,1
treten,,,1,1
tribüne,,,1,1
trieb,,,1,1
triegestützte,,,1,1
trinken,,,2,1
tritt,,,1,1
tro,,,1,1
trocknen,,,1,1
trolle,,,1,1
trommelwirbel,,,1,1
trophalen,,,1,1
tross,,,1,1
trottet,,,1,1
trotz,,,1,1
trotzdem,,,1,1
true,,,1,1
trutzig,,,1,1
try,,,3,1
trägt,,,7,2
träneninsel,,,1,1
träumen,,,1,1
träumt,,,2,1
tting,,,1,1
ttir,,,1,1
tub,,,1,1
tuberculosis,,,1,1
tuch,,,2,1
tulpen,,,1,1
tun,,,1,1
tuniken,,,1,1
tunke,,,1,1
tunnel,,,1,1
tunnelblick,,,1,1
tuschelohren,,,1,1
typically,,,1,1
tze,,,1,1
tzte,,,1,1
täglich,,,2,1
tänzelt,,,1,1
täten,,,1,1
töpfchen,,,1,1
töpfer,,,1,1
töten,,,1,1
tücher,,,3,1
tüll,,,1,1
tür,,,1,1
türen,,,2,1
türme,,,1,1
türmte,,,1,1
u,,,26,2
ubersetzen,,,1,1
ubsisters,,,1,1
ucnz,,,1,1
uerweilung,,,1,1
ufer,,,2,1
uferschneck,,,1,1
ugabe,,,1,1
uhcr,,,1,1
uhcrsehen,,,1,1
uhichten,,,1,1
uhstände,,,1,1
ui,,,2,2
ulas,,,1,1
uleich,,,1,1
uliana,,,1,1
uljana,,,1,1
um,,,21,2
umbeschriften,,,1,1
umgeben,,,1,1
umgebracht,,,1,1
umgebung,,,1,1
umgekehrt,,,2,2
umgibt,,,1,1
umkreisend,,,1,1
umlaut,,,1,1
umre,,,1,1
umrisse,,,1,1
ums,,,3,2
umschlag,,,1,1
umsegelt,,,1,1
umspült,,,1,1
umstehenden,,,1,1
umständen,,,2,1
umtost,,,1,1
umwege,,,1,1
umwegen,,,1,1
umzug,,,1,1
unbegleitet,,,2,1
unbegrenzt,,,1,1
unbegründeten,,,1,1
unbekannte,,,1,1
unbeschwichtigt,,,1,1
unbeweglichen,,,1,1
uncertainty,,,1,1
uncrossable,,,1,1
und,,,213,2
under,,,1,1
understand,,,3,1
une,,,2,1
uneindeutigen,,,1,1
unerkannt,,,1,1
unfold,,,1,1
ungar,,,1,1
ungebildete,,,1,1
ungelenkten,,,1,1
ungelöstes,,,1,1
ungewärmten,,,1,1
unglück,,,1,1
unhörbarer,,,1,1
uniformteile,,,1,1
unklar,,,1,1
unllertartiges,,,1,1
unlocked,,,1,1
unmissverständliches,,,1,1
unmittelbaren,,,1,1
unmöglich,,,1,1
unnachlässigkeit,,,1,1
unort,,,1,1
unruh,,,1,1
unruhe,,,1,1
unruhig,,,1,1
uns,,,36,2
unser,,,3,1
unsere,,,17,2
unserem,,,1,1
unseren,,,2,2
unserer,,,7,2
unstetem,,,1,1
unten,,,2,1
unter,,,7,2
unterbrachten,,,1,1
unterbrechung,,,1,1
unterdeck,,,1,1
untereinander,,,1,1
untergehende,,,1,1
untergeht,,,1,1
unterkiefer,,,1,1
unterkunft,,,2,1
unterm,,,3,2
unters,,,1,1
unterscheiden,,,1,1
unterschiede,,,1,1
unterschlupf,,,1,1
unterschreiben,,,1,1
unterschrieben,,,1,1
unterspült,,,1,1
unterstand,,,3,1
untersuchen,,,1,1
untersucht,,,1,1
untersuchten,,,1,1
unterteilt,,,1,1
unterwegs,,,1,1
unterwäsche,,,1,1
unverfroren,,,1,1
unverfänglich,,,1,1
unvergraben,,,1,1
unvermittelt,,,1,1
unverwandt,,,1,1
unvorhersehbare,,,1,1
unze,,,1,1
unzeit,,,1,1
unzählige,,,1,1
up,,,3,1
ur,,,2,1
urc,,,1,1
urer,,,1,1
urgeben,,,1,1
ursprung,,,1,1
us,,,8,2
use,,,2,2
used,,,1,1
usual,,,2,1
usw,,,3,1
utblößung,,,1,1
uudcrstand,,,1,1
uus,,,1,1
v,,,4,2
vase,,,4,1
vater,,,7,1
vaterland,,,1,1
vaters,,,2,2
ve,,,1,1
veilmaker,,,1,1
vent,,,1,1
ver,,,3,2
veranden,,,1,1
verarbeiten,,,1,1
verb,,,1,1
verbanden,,,1,1
verbands,,,1,1
verben,,,1,1
verbergen,,,1,1
verbinden,,,1,1
verblüfft,,,1,1
verboten,,,1,1
verbreiten,,,1,1
verbreitet,,,1,1
verbrennen,,,1,1
verbunden,,,1,1
verdanken,,,1,1
verdauen,,,1,1
verdaute,,,1,1
verein,,,1,1
vereinbarung,,,1,1
vereinen,,,1,1
verfahrensablauf,,,2,1
verflogen,,,2,1
verführen,,,1,1
vergeblich,,,1,1
vergeblicher,,,1,1
vergeigten,,,1,1
vergessen,,,2,1
vergessene,,,1,1
vergesslichkeit,,,1,1
verging,,,1,1
vergraben,,,2,2
verholzene,,,1,1
verhält,,,1,1
verhüllen,,,1,1
verinselung,,,1,1
verkauf,,,1,1
verkauft,,,1,1
verkleiden,,,1,1
verkleinern,,,1,1
verknüpfungen,,,1,1
verkorksten,,,1,1
verlangen,,,1,1
verlangt,,,1,1
verlassen,,,2,2
verlegenhei,,,1,1
verloren,,,3,2
verlust,,,2,1
verlässlicher,,,1,1
vermehrte,,,1,1
vermehrten,,,1,1
vermeiden,,,1,1
vermischtes,,,1,1
vermisst,,,2,1
vermittler,,,1,1
vermutet,,,1,1
verordnungen,,,1,1
verpackung,,,1,1
verpflichtet,,,2,1
verpuppen,,,1,1
verpuppt,,,1,1
verraten,,,1,1
verreist,,,1,1
verriet,,,1,1
verringern,,,1,1
verrückten,,,1,1
vers,,,1,1
verschacktelt,,,1,1
verschluckt,,,1,1
verschmelzung,,,1,1
verschobenen,,,1,1
verschwand,,,1,1
verschwinden,,,2,1
verschwindsucht,,,1,1
versehen,,,1,1
versorgungen,,,1,1
versorgungsstränge,,,1,1
versprechen,,,2,1
versprecher,,,1,1
verspätet,,,1,1
verstand,,,1,1
verstanden,,,1,1
versteck,,,1,1
versteckst,,,1,1
versteckt,,,1,1
verstehen,,,4,2
versteht,,,1,1
verstickten,,,1,1
verstimmenden,,,1,1
verstopft,,,1,1
verstreute,,,1,1
vertauschende,,,1,1
verteilen,,,1,1
verteilt,,,1,1
verteilten,,,1,1
verteilung,,,1,1
vertrautesten,,,1,1
vertüpfelter,,,1,1
verwachsen,,,1,1
verwandeln,,,1,1
verwandlungen,,,1,1
verwandte,,,1,1
verwebtes,,,1,1
verwechselbar,,,1,1
verwechseln,,,1,1
verweigerung,,,1,1
verweisen,,,1,1
verwender,,,1,1
verwendern,,,1,1
verwringen,,,1,1
verwringung,,,1,1
verwunschenes,,,1,1
very,,,4,1
verzagt,,,1,1
verzierer,,,1,1
verändern,,,2,1
verändert,,,1,1
vessel,,,1,1
vestibül,,,2,1
vetters,,,1,1
vicben,,,1,1
vieh,,,1,1
viel,,,11,2
viele,,,1,1
vielen,,,3,1
vielleicht,,,4,1
vieläugig,,,1,1
vier,,,3,2
vieren,,,1,1
vierte,,,1,1
vierzehn,,,1,1
villa,,,1,1
vme,,,1,1
vokale,,,2,1
vol,,,1,1
voll,,,1,1
volle,,,2,1
vollem,,,1,1
volleyballspieler,,,1,1
voluntary,,,1,1
vom,,,11,2
von,,,80,2
vor,,,32,2
vorahnen,,,1,1
voran,,,1,1
vorbehalten,,,1,1
vorbei,,,2,2
vorgesehenen,,,1,1
vorgestellten,,,1,1
vorhanden,,,1,1
vorhang,,,3,2
vorhänge,,,1,1
vorhängen,,,1,1
vorkam,,,1,1
vorliegenden,,,1,1
vorm,,,3,2
vormachen,,,1,1
vorne,,,2,2
vorsetzte,,,1,1
vorspringende,,,1,1
vorstehen,,,1,1
vorstelen,,,1,1
vorstellbar,,,1,1
vorwehte,,,1,1
vorzeitige,,,1,1
vorübergeht,,,1,1
vtcll,,,1,1
vumrnend,,,1,1
w,,,3,2
wa,,,1,1
wabenartige,,,1,1
wabenartigen,,,1,1
wach,,,1,1
wachgeblinzelt,,,1,1
wachsen,,,2,1
wachsfiguren,,,1,1
wacklige,,,1,1
wagten,,,2,1
wahnsinn,,,1,1
wahnte,,,1,1
wahr,,,7,2
wahrgenommene,,,1,1
wahrheit,,,1,1
wait,,,1,1
wald,,,4,1
waldbaracke,,,1,1
walleh,,,1,1
wallpaper,,,1,1
wallt,,,1,1
wand,,,7,2
wandern,,,7,2
wandert,,,1,1
wanderte,,,1,1
wanderung,,,1,1
wandung,,,1,1
wange,,,2,1
wann,,,1,1
want,,,1,1
war,,,24,2
ward,,,1,1
ware,,,2,2
waren,,,10,2
warens,,,1,1
warm,,,3,1
warme,,,3,2
warmem,,,1,1
warnung,,,1,1
wars,,,1,1
warst,,,1,1
wartenden,,,1,1
wartung,,,2,1
warum,,,6,2
was,,,54,2
waschen,,,2,2
wasn,,,1,1
wasser,,,10,2
wasserfarben,,,1,1
wasserzeichen,,,1,1
watch,,,1,1
watchdogs,,,1,1
watching,,,1,1
water,,,2,2
wattierte,,,1,1
way,,,1,1
we,,,6,2
wear,,,1,1
website,,,6,1
webster,,,1,1
wechselt,,,1,1
weder,,,2,1
weg,,,6,2
wege,,,2,1
wegen,,,1,1
wegesrand,,,1,1
wegkommen,,,1,1
wegnickt,,,1,1
wegnimmt,,,1,1
wegrand,,,1,1
wegstecken,,,1,1
wegzuschlecken,,,1,1
weh,,,1,1
wehen,,,1,1
wehte,,,1,1
weiblichen,,,1,1
weide,,,1,1
weiden,,,1,1
weigerte,,,1,1
weil,,,23,2
weisen,,,2,1
weist,,,1,1
weit,,,5,2
weiter,,,4,2
weiterer,,,1,1
weiteres,,,1,1
weiterheckt,,,1,1
weiterhelfen,,,1,1
weitsicht,,,1,1
weiß,,,21,2
weiße,,,4,1
weißen,,,4,2
weißer,,,3,2
weißlichtig,,,1,1
wel,,,1,1
welch,,,1,1
welche,,,4,2
welchen,,,1,1
welcher,,,2,2
welches,,,3,1
welcome,,,1,1
welcomes,,,1,1
well,,,3,1
wellen,,,1,1
wellenartig,,,1,1
wellenbrecher,,,1,1
wellenkämme,,,1,1
welt,,,6,2
welten,,,1,1
weltenden,,,1,1
wen,,,1,1
wendig,,,1,1
wenig,,,1,1
weniger,,,4,1
wenn,,,35,2
wentletrap,,,1,1
wer,,,18,2
werden,,,8,2
werkzeug,,,1,1
wernicke,,,1,1
wers,,,1,1
weste,,,2,1
westen,,,1,1
westlichen,,,1,1
westliches,,,1,1
westwind,,,1,1
wetten,,,1,1
wetzten,,,1,1
what,,,13,2
when,,,2,1
where,,,2,2
which,,,1,1
whirr,,,1,1
who,,,5,2
whole,,,3,1
wickelt,,,1,1
widely,,,1,1
widerstand,,,1,1
wie,,,77,2
wieder,,,9,2
wiedergabe,,,1,1
wiedergegeben,,,1,1
wiederhole,,,1,1
wiederholen,,,1,1
wiederkommt,,,1,1
wiederum,,,1,1
wiege,,,1,1
wiehert,,,1,1
wien,,,1,1
wienerin,,,1,1
wienklatsche,,,1,1
wies,,,1,1
wiesen,,,1,1
wild,,,2,1
wilden,,,1,1
wildwechsel,,,1,1
will,,,18,2
willkommene,,,1,1
willst,,,1,1
wimpel,,,1,1
wind,,,5,2
winden,,,1,1
window,,,1,1
wings,,,1,1
wink,,,3,1
winke,,,2,1
winken,,,1,1
winter,,,1,1
winters,,,1,1
winzig,,,2,1
winzige,,,1,1
winziges,,,1,1
wir,,,100,2
wirbel,,,3,2
wird,,,9,2
wire,,,1,1
wirklich,,,1,1
wirst,,,1,1
wirt,,,1,1
wischen,,,4,2
wissen,,,10,2
wissend,,,1,1
wit,,,1,1
with,,,2,1
without,,,1,1
wnseits,,,1,1
wo,,,35,2
woanders,,,1,1
wob,,,1,1
wochen,,,3,1
woge,,,1,1
woher,,,3,2
wohin,,,2,2
wohl,,,3,2
wohlfühlen,,,1,1
wohnort,,,3,1
wolf,,,3,2
wolken,,,2,1
wolkendräue,,,1,1
wolle,,,2,2
wollen,,,4,2
wollenen,,,1,1
wollte,,,6,1
wollten,,,9,2
wolt,,,1,1
woman,,,1,1
women,,,3,2
womit,,,1,1
womm,,,1,1
worauf,,,1,1
word,,,2,1
words,,,1,1
worin,,,1,1
work,,,4,1
world,,,2,2
wort,,,15,2
wortarte,,,1,1
worte,,,5,1
worten,,,2,2
wortes,,,1,1
wortfindungsschwierigkeiten,,,2,1
wortgewandt,,,1,1
wortkaninchen,,,1,1
wortlosem,,,1,1
would,,,1,1
wouldn,,,1,1
wrcich,,,1,1
write,,,1,1
wrongdoing,,,1,1
wt,,,1,1
wuchs,,,3,2
wuchsen,,,2,1
wunden,,,1,1
wunder,,,1,1
wunderlich,,,1,1
wundern,,,1,1
wundsinn,,,1,1
wurde,,,6,2
wurden,,,4,2
wurzellos,,,1,1
wurzeln,,,2,1
wussten,,,1,1
wächst,,,2,1
wächtern,,,1,1
während,,,8,2
wälder,,,1,1
wände,,,2,1
wär,,,2,1
wäre,,,4,2
wären,,,7,2
wärmt,,,2,1
wärs,,,1,1
wärterin,,,4,1
wörter,,,1,1
wörterbuch,,,1,1
wörtlich,,,1,1
wüchse,,,2,2
wühlt,,,1,1
wühlte,,,1,1
würde,,,1,1
würden,,,2,2
würgen,,,1,1
wüssten,,,1,1
wüste,,,1,1
wüsten,,,1,1
x,,,20,1
xo,,,1,1
xrhlicht,,,1,1
y,,,3,1
yak,,,2,1
yandl,,,1,1
years,,,1,1
yes,,,2,2
yew,,,1,1
yoda,,,1,1
york,,,1,1
you,,,18,2
your,,,1,1
yourself,,,1,1
z,,,3,2
zacken,,,1,1
zackenkranz,,,1,1
zagen,,,1,1
zahlen,,,1,1
zahlte,,,1,1
zahn,,,2,1
zahnblütchen,,,1,1
zahnen,,,1,1
zahnweh,,,1,1
zappenduster,,,1,1
zarte,,,2,1
zation,,,1,1
zaubermampf,,,1,1
zaun,,,2,2
zebras,,,1,1
zehe,,,1,1
zehen,,,2,2
zehn,,,3,1
zeichen,,,2,2
zeichnet,,,1,1
zeichneten,,,1,1
zeigen,,,1,1
zeigst,,,1,1
zeigt,,,5,2
zeigten,,,1,1
zeile,,,3,1
zeilen,,,3,2
zeit,,,13,2
zeiten,,,7,2
zeitweh,,,1,1
zeitweilig,,,1,1
zelle,,,1,1
zelt,,,2,1
zerbrechlich,,,1,1
zerreiben,,,1,1
zerren,,,2,1
zerrieben,,,1,1
zerspringt,,,1,1
zettel,,,1,1
zettelart,,,1,1
zeug,,,1,1
zeugenschaft,,,2,1
ziege,,,1,1
ziehen,,,5,2
zieht,,,2,2
ziell,,,1,1
zier,,,1,1
zierfarben,,,1,1
zierhauser,,,1,1
zierliche,,,1,1
zigarette,,,2,1
ziigig,,,1,1
zimmer,,,6,2
zimmerecke,,,2,1
zimmeretage,,,1,1
zimmerhalbdunkel,,,1,1
zimmern,,,1,1
zipfel,,,1,1
zipfelig,,,1,1
zipfelndem,,,1,1
zipfelneid,,,1,1
zipfliger,,,1,1
zirkumstanzen,,,1,1
zischen,,,1,1
zittern,,,1,1
zitternd,,,1,1
zitternde,,,1,1
zitternden,,,1,1
zlote,,,1,1
zoo,,,2,1
zottelartig,,,1,1
zsmn,,,1,1
zt,,,1,1
zu,,,72,2
zuckrig,,,1,1
zueinander,,,1,1
zuerst,,,3,1
zufriedenheit,,,2,1
zug,,,1,1
zugangsproblemen,,,1,1
zugehörigkeit,,,1,1
zuhause,,,1,1
zuletzt,,,2,1
zum,,,25,2
zumutbar,,,1,1
zunge,,,6,2
zungen,,,3,2
zupfe,,,1,1
zupft,,,1,1
zur,,,10,2
zurück,,,9,2
zurückgeschickten,,,1,1
zusammen,,,4,2
zusammentreten,,,1,1
zustand,,,1,1
zustände,,,1,1
zuständen,,,2,1
zutraulicher,,,1,1
zutsche,,,2,1
zuviel,,,1,1
zuweilen,,,2,1
zwar,,,1,1
zwei,,,10,2
zweideutig,,,1,1
zweifel,,,2,2
zweifeln,,,1,1
zweige,,,2,1
zweimal,,,1,1
zweite,,,3,1
zweiter,,,1,1
zweitsprache,,,1,1
zwiebliges,,,1,1
zwilling,,,2,1
zwillingskopf,,,1,1
zwischen,,,15,2
zwischendeck,,,1,1
zwischendecksverkehr,,,1,1
zwittern,,,1,1
zwängte,,,1,1
zwölf,,,1,1
zygmunt,,,1,1
zylinder,,,2,1
zähe,,,1,1
zähen,,,1,1
zählen,,,1,1
zählt,,,1,1
zähne,,,3,2
zähnen,,,4,2
zärtlichen,,,1,1
zäune,,,1,1
zöge,,,1,1
zöllner,,,1,1
züge,,,3,2
zügel,,,2,1
ß,,,2,1
ßauman,,,1,1
ächzen,,,1,1
ähnelt,,,1,1
ähnlich,,,2,2
ähnliche,,,1,1
ähnlichkeit,,,1,1
ährenkränze,,,1,1
ärmel,,,1,1
ärmeln,,,1,1
ästen,,,1,1
ästlein,,,1,1
äußerlicht,,,1,1
öd,,,1,1
öde,,,1,1
öffentlichen,,,2,2
öffnen,,,2,1
öffnung,,,1,1
öhr,,,1,1
öhren,,,1,1
örtlich,,,1,1
ösen,,,2,1
östliches,,,1,1
üben,,,2,1
über,,,21,2
überall,,,1,1
überbelegt,,,1,1
überdeterminiertheit,,,1,1
überdeterminierung,,,1,1
übereinander,,,1,1
übereinstimmungen,,,1,1
überfahrt,,,2,1
überführt,,,2,1
überfüttert,,,1,1
übergangsüberzug,,,1,1
übergeneralisierung,,,2,1
überhaupt,,,1,1
überm,,,3,2
übers,,,2,2
überschuss,,,1,1
übersetzen,,,2,1
übersetzens,,,1,1
übersetzten,,,1,1
übertragen,,,1,1
übertritt,,,1,1
überträgt,,,1,1
übervolles,,,1,1
üble,,,1,1
üblich,,,2,1
übrigen,,,1,1
